customer_id,first_name,middle_name,last_name,suffix,email,phone,alternative_phone,address,city,state,zip_code,country,gender,birth_date,created_at,updated_at,is_active,customer_segment,lifetime_value,preferred_language,opt_in_email
CUST-493230-36B4,Michael,,Huber,,myersjonathan@yahoo.com,+1-230-986-5597x109,,733 Robert Highway Apt. 201,South Beth,FM,37473,USA,O,2001-03-06,2025-03-31 10:26:23,2025-11-16 22:49:15,1,VIP,"1,450.00$",ZH,1
CUST-493231-011B,April,Susan,,,michaelstanley@hotmail.com,001-506-217-6255x145,,1618 Andrea Circle,Lawrencechester,MD,06548,USA,O,,2024-03-06 18:35:32,2025-06-23 14:39:27,1,Regular,512.25999999999999,EN,0
CUST-493232-00D9,michael,Charles,Schroeder,,ebennett@hotmail.com,768.261.0521,481-881-6524,1820 Smith Shoal Apt. 047,New William,MH, ,USA,O,0000-00-00,2023-06-17 20:11:13,2025-09-10 03:11:35,1,Regular,9941.2800000000007,ES,0
CUST-493233-C0D8,Kelsey,,Johnson,,cgraham@hotmail.com,(310)305-0568,,677 Martinez Viaduct,Michaelside,VT,21363,USA,O,1955-12-18,2023-11-03 02:44:49,2024-11-19 17:44:15,0,VIP,"1,450.00$",FR,0
CUST-493234-C0F6,Brenda,Steven,Merritt,,kevinbrown@hotmail.com,(799)694-4800x1538,527-958-5286x62218,03278 Sullivan Oval Apt. 333,Valenciaside,AK,41685,USA,F,2004-03-24,2023-03-18 06:45:14,2025-10-06 18:46:13,0,Regular,8257.5799999999999,ES,1
CUST-493235-27DE,Jessica,,Jackson,,vrogers@hotmail.com,459.773.6670,,617 Kathleen Grove,Oneillfurt,GU, ,USA,F,1996-06-04,2023-11-02 07:17:34,2026-04-05 05:22:12,0,VIP,9464.3700000000008,ES,1
CUST-493236-B252,Jeff,Catherine,Joseph,,xbaker@hotmail.com,+1-574-631-8208x265,,66462 Kristopher Squares,Colleentown,HI,04149,USA,M,1998-01-20,2025-05-01 08:06:37,1776-07-04,1,Churn-Risk,9377.8500000000004,EN,0
CUST-493237-1658,Erika,Jessica,Friedman,,grobertson@yahoo.com,NOT_PROVIDED,,935 Duffy Place,North Georgeburgh,NC,55574,USA,U,1776-07-04,2022-11-15 06:49:36,2024-07-13 03:47:09,0,Churn-Risk,4513.8100000000004,FR,1
CUST-493238-0571,shannon,,Garza,,vdixon@hotmail.com,(799)999-2366,,692 Emily Spring,Fisherborough,AL,15581,USA,F,1965-08-05,2021-12-05 17:56:53,,0,New,,ZH,1
CUST-493239-A956,Michelle,Julie,,,keithnavarro@hotmail.com,+1-552-305-3092x9892,99999,546 Alicia Camp Suite 755,Matthewchester,MD,32232,USA,F,1967-01-22,2023-10-29 16:28:22,2025-09-05 10:01:36,1,VIP,4896.0100000000002,FR,1
CUST-493240-0848,Jacob,Heather,Ortiz,,cmiller@gmail.com,607.276.4629x931,,5728 Christopher Freeway,Howardville,VA,99138,USA,O,1973-05-01,2024-11-04 21:36:41,2024-12-22 06:47:07,0,Churn-Risk,6944.96,ES,1
CUST-493241-8DA4,Debbie,Virginia,Byrd,,olewis@gmail.com,944.643.0692,(909)394-0127,75409 Spencer Oval Apt. 675,Youngbury,VI,56209,USA,F,1942-11-19,2024-01-16 11:04:23,2025-10-14 06:29:08,0,VIP,-150.75,ES,1
CUST-493242-A151,Jaime,none,Leblanc,,fhopkins@hotmail.com,(968)771-3759x400,,2101 Sanchez Locks,Gonzalezport,WA,99999999999,USA,F,2006-08-16,2021-11-08 08:25:06,2025-04-25 01:11:51,1,Regular,4204.7600000000002,ZH,0
CUST-493243-0388,Brandon,Larry,Long,,scottsmith@yahoo.com,NOT_PROVIDED,+1-884-495-8049x797,398 Santos Camp,Bushtown,FL,99779,USA,O,2007-07-13,2023-11-20 04:36:02,2025-08-31 15:56:25,0,Churn-Risk,NaN,FR,1
CUST-493244-4E56,Robert,Jose,Wallace,,christina56@hotmail.com.csv,6329218521,,71609 Shepherd Via Suite 234,Lake Ronnieborough,TX,91876,USA,U,1968-11-24,2021-12-16 20:06:33,2023-09-19 00:50:26,0,VIP,-150.75,EN,1
CUST-493245-2E27,Robin,Garrett,Jones,,rogerssusan@gmail.com,+1-659-858-8312x4699,,329 Jenny Extension Apt. 551,New Matthew,MO,09369,USA,U,1945-12-27,2024-04-03 10:36:37,2025-04-14 00:06:49,0,Churn-Risk,1730.77,FR,0
CUST-493246-EC0B,   Andrea   ,Steven,Brown,,christopher56@hotmail.com,000-000-0000,+1-918-697-2241,97086 Andrews Landing Apt. 492,Lake Donna,ME,86075,USA,F,1963-09-07,2022-12-04 00:20:51,2023-07-07 17:13:45,0,Churn-Risk,3374.6900000000001,EN,0
CUST-493247-9864,Madison,Sean,   Mueller   ,,reginald33@hotmail.com,634-297-6657x47269,,0548 Adam Plains Apt. 531,New Sandraport,AK,ABCDE,USA,F,1776-07-04,2025-01-23 17:14:55,2025-02-20 18:31:50,1,VIP,7305.3999999999996,ZH,FALSE
CUST-493248-D938,Drew,,Taylor,,monicaherring@hotmail.com,536-788-3083,,249 Kelly Glen Suite 403,East Mitchell,OR,63403,USA,M,1969-10-27,2022-07-08 20:43:19,2025-02-06 00:00:13,1,VIP,628.34000000000003,ZH,0
CUST-493249-6502,Robert,none,Green,,wolfelizabeth@hotmail.com,99999,630.740.4111,0132 Walker Dale,West Luis,WV,99999999999,USA,M,1971-03-30,2023-02-02 20:57:40,2025-07-23 01:41:56,FALSE,Churn-Risk,NaN,FR,0
CUST-493250-6F96,Patty,   James   ,Andrews,,victorshelton@hotmail.com,+1-809-707-5677x8419,,11690 Hensley Dale,North Jenniferton,OK,61048,USA,O,1776-07-04,2023-04-26 00:29:33,0000-00-00,0,New,4822.5900000000001,ES,1
CUST-493251-9664,John,Richard,Mcbride,,leekevin@yahoo.com,000-000-0000,(346)485-1220,65324 Fowler Views,Lisashire,WY,000,USA,O,1957-11-20,2022-08-08 19:32:30,2022-12-24 11:45:35,1,Regular,2599.5100000000002,EN,TRUE
CUST-493252-6C86,Juan,Tara,Robinson,,michelle26@gmail.com,364-571-8253,000-000-0000,86630 Melissa Forest Suite 388,South Williamton,AK,57994,USA,M,,2023-07-06 22:30:44,2024-04-10 10:14:32,1,VIP,3747.6300000000001,EN,1
CUST-493253-8236,Elijah,Vanessa,Potter,,vkline@hotmail.com,000-000-0000,,755 Laura Drive,Walkermouth,OR,18861,USA,O,2050-01-01,2023-06-01 02:56:26,2025-09-12 13:14:48,0,New,9104.5200000000004,ES,1
CUST-493254-4285,Heather,none,Peterson,,markrodriguez@yahoo.com.csv,566.452.3784x8751,,0345 Baker Knoll Suite 466,Hollandborough,PW,87461,USA,F,1992-01-05,2022-07-26 23:57:07,2025-10-03 17:33:57,1,New,9080.3700000000008,FR,0
CUST-493255-5ACA,Michael,Scott,Thompson,,jacob49@yahoo.com,357.339.4624x6410,001-367-222-0160x4719,862 Juan Land,New Jameschester,IN,64363,USA,M,2050-01-01,2025-01-05 09:04:10,2025-03-14 05:08:27,1,Regular,8789.8899999999994,ES,1
CUST-493256-6EBD,Sabrina,Elizabeth,zimmerman,,corrupted_email.com,000-000-0000,,75789 Alexis Road,East Keith,VT,48718,USA,F,1960-07-03,2023-07-24 15:40:02,2025-07-12 02:58:02,0,Regular,4876.0500000000002,ES,0
CUST-493257-A0BA,Julie,Ian,   Howell   ,,chavezkimberly@gmail.com,,(322)910-9256,61341 Coleman Light Apt. 094,Tinaburgh,IL,000,USA,F,0000-00-00,2022-11-11 03:55:38,2025-01-01 19:26:45,1,Regular,1552.74,ZH,0
CUST-493258-57E0,Brittany,NONE,Lambert,,zaguilar@gmail.com,278-243-6183x3877,(516)207-7252x827,98794 Fry Motorway,Lambertbury,ND,99999999999,USA,U,1964-12-02,2022-04-22 00:21:58,2022-05-17 04:06:51,1,New,5517.0600000000004,ES,0
CUST-493259-660A,Collin,MICHELLE,West,,tiffanyreid@yahoo.com,001-639-429-1417x193,+1-735-345-7650x2705,6859 David Grove Apt. 005,Jimenezmouth,NM,95371,USA,O,1965-07-12,2022-06-13 14:45:59,2023-12-24 15:09:04,TRUE,VIP,6785.6999999999998,ZH,0
CUST-493260-BC44,Vicki,Eric,Carrillo,,fjohnson@yahoo.com,456.893.1541x414,,358 Joseph Meadows,East Alexander,AR,51363,USA,U,1965-10-12,2024-07-19 15:43:35,,0,VIP,3816.4200000000001,ZH,1
CUST-493261-9E48,Olivia,Danielle,,,eileenday@gmail.com,,(273)420-7945x551,215 Kimberly Point,Moranshire,IN,99999999999,USA,F,0000-00-00,2021-08-08 19:45:52,2022-01-30 14:20:26,1,VIP,5119.0299999999997,ZH,1
CUST-493262-3363,John,Marcia,Williams,,ccastaneda@hotmail.com,790-489-8213x051,595.567.9531,84455 Amanda Terrace,Smithville,SD,12230,USA,U,1960-12-29,2024-07-22 00:08:59,2025-12-23 23:27:48,1,New,,ES,0
CUST-493263-3D27,Kristen,Charlotte,Mcclain,Sr.,bsmith@yahoo.com,411.477.9662,,62918 Pennington Station,South Morgan,NE,16621,USA,F,2050-01-01,2022-05-26 18:20:46,2023-05-23 06:02:27,1,Regular,1184.78,FR,0
CUST-493264-8C3C,   Charles   ,,Meyer,,jennifer28@yahoo.com,623.969.4903x584,635.647.2917x521,93983 Jennifer Squares,Port Mary,PA,34235,USA,M,,2022-12-28 13:43:00,2023-09-05 22:12:10,Y,Churn-Risk,7381.0200000000004,ZH,N
CUST-493265-B247,Patrick,Amanda,Le,,johnsonthomas@gmail.com,(829)648-3915,,9237 Patricia Prairie Suite 892,South Emily,NC,37266,USA,U,1970-02-17,2021-07-11 12:35:48,2023-08-26 14:34:31,0,Regular,2957.04,FR,1
CUST-493266-4508,Diana,Amanda,Hess,,ccollins@gmail.com,(711)577-2083,,694 Jensen Branch,Richardmouth,VA,49112,USA,F,1944-12-14,2022-07-18 07:54:36,2022-10-05 07:00:05,1,VIP,8228.0599999999995,ES,0
CUST-493267-C8C9,Charles,,Nelson,,sarah76@hotmail.com,+1-378-998-6056x8857,,8286 Hardin Divide Suite 207,Michaelbury,ME,41262,USA,M,2050-01-01,2023-05-21 21:51:30,2026-02-07 15:46:46,1,Churn-Risk,6305.9700000000003,ES,1
CUST-493268-8852,   Jennifer   ,,Sawyer,Sr.,katherinebrown@hotmail.com,975.868.3988x492,,853 Matthew Cliff Apt. 343,Aliciabury,MA,24762,USA,F,1947-06-19,2024-09-18 12:50:45,2026-04-17 03:54:39,1,VIP,680.94000000000005,FR,0
CUST-493269-A522,Susan,   None   ,houston,,williamsmegan@gmail.com,001-744-801-5740x9260,7104831742,081 Edwards Village Suite 631,Port Heather,MH,12692,USA,F,1937-04-03,2022-03-02 09:13:31,2024-03-15 03:48:16,1,Churn-Risk,5177.7600000000002,ZH,1
CUST-493270-FE9B,Jared,Julie,Gallegos,,rryan@yahoo.com,,,13534 Dominguez Ways Suite 127,Peterberg,UT,ABCDE,USA,M,1966-09-13,2022-12-12 23:44:25,2024-10-12 04:18:37,1,New,7034.4799999999996,ES,0
CUST-493271-5C0D,Martin,Jennifer,Harrison,,aaron49@gmail.com,99999,,762 Richard Drives Suite 608,Port Amanda,CO,000,USA,U,1976-06-16,2022-12-11 00:59:32,2025-08-12 12:17:38,FALSE,Churn-Risk,1752.3499999999999,FR,1
CUST-493272-5B0A,ANDRES,,Marsh,,corrupted_email.com,(950)969-0518x63854,NOT_PROVIDED,577 Pitts Landing Apt. 449,Mitchellfort,UT,03006,USA,U,1992-11-16,2022-03-27 22:01:47,2022-04-02 08:07:43,1,VIP,1666.3,EN,0
CUST-493273-7DE5,Robert,Margaret,HARPER,Sr.,sherylfernandez@hotmail.com,,,8225 Amber Pines Suite 517,Mercerhaven,GA,55719,USA,M,2050-01-01,2022-10-05 09:34:58,2025-08-07 11:57:07,1,Churn-Risk,-150.75,FR,0
CUST-493274-C2F5,Samantha,Brandi,Torres,,paul20@hotmail.com,+1-920-575-7102x223,99999,11839 Martinez Neck,Joshuaville,WY,70966,USA,U,1980-01-16,2022-08-01 17:05:08,2024-04-01 22:47:58,0,Regular,NaN,ZH,TRUE
CUST-493275-4108,   Jason   ,Stephanie,Washington,,martinmartinez@hotmail.com,001-372-407-1513x0063,000-000-0000,797 Scott Causeway Suite 725,North Donna,NJ,80549,USA,U,1776-07-04,2022-07-17 01:58:26,2025-05-24 17:35:42,1,Churn-Risk,1240.01,ZH,1
CUST-493276-5A63,Deborah,brooke,Joseph,,mortonlori@yahoo.com,+1-524-525-5703,9965083775,41745 Jimenez Junctions,Emilyton,AL,ABCDE,USA,O,1988-06-14,2022-12-10 10:18:43,2024-08-22 12:16:56,0,New,3967.5799999999999,FR,1
CUST-493277-681B,Brian,Joseph,,,brownscott@gmail.com,001-966-265-1331x9269,,635 Miguel Expressway Suite 183,East Timothy,SC,53373,USA,U,1940-01-01,2024-11-23 13:26:44,2026-04-23 13:05:52,FALSE,New,5321.0600000000004,FR,Y
CUST-493278-E99C,BETTY,KAYLA,campbell,,gardnerkaren@hotmail.com,938-466-2901x378,000-000-0000,027 Lynch Trail Suite 214,West Tylerchester,SD,15928,USA,F,1967-03-28,2022-09-14 08:48:15,2024-06-02 04:17:34,1,Regular,1601.0,ES,1
CUST-493279-324D,Joseph,,Lewis,,nhart@yahoo.com.csv,+1-621-364-0211x232,,891 Rush Falls Apt. 237,East Janiceburgh,KS,56716,USA,M,1959-05-25,2023-02-03 02:57:36,2023-07-11 16:27:58,1,VIP,1045.02,EN,1
CUST-493280-FBD0,Megan,Patricia,Jones,,chasedawson@yahoo.com,+1-271-661-8658x48510,,343 Stephanie Locks Suite 003,Jennifermouth,NY, ,USA,F,2007-03-22,2022-10-15 00:25:33,2024-09-24 19:56:47,1,New,3479.29,FR,0
CUST-493281-8010,Natasha,,Wilson,,daniellehughes@hotmail.com,714-278-6862x863,(561)724-2516,6409 Lane Mountain Suite 512,Nortontown,MO,08545,USA,O,1999-05-17,2024-01-21 15:27:10,2050-01-01,1,VIP,9716.8099999999995,ZH,1
CUST-493282-23F7,Justin,Tamara,Harris,,echristensen@yahoo.com,(509)859-1311x6713,737.389.4786,6959 Shane Mission Apt. 871,West Richardtown,GU,42139,USA,M,2006-03-31,2022-07-14 05:58:35,2025-11-25 01:59:52,0,Regular,NaN,EN,1
CUST-493283-0C26,Jeffrey,Aaron,Fox,,vmiller@yahoo.com,+1-637-834-1513x8783,,3768 Karen Greens,East Melinda,CO,94591,USA,M,1965-12-28,2022-03-18 02:37:42,0000-00-00,1,Regular,3264.4400000000001,ES,Y
CUST-493284-D3CA,Crystal,Christina,Nicholson,,hmyers@hotmail.com,3733711931,(356)346-9067x32841,7674 Craig Points Apt. 669,Taylorport,VT,25026,USA,O,1978-05-17,2024-03-11 18:06:52,2025-01-07 13:13:07,0,New,4656.1400000000003,EN,0
CUST-493285-ADA3,James,   Billy   ,Hughes,,figueroaedward@gmail.com,467.620.5201x974,,7358 Terrence Path Apt. 287,West Jessica,FM,92224,USA,U,1989-09-08,2024-10-24 15:30:06,2025-07-24 07:05:35,N,Churn-Risk,333.48000000000002,ZH,0
CUST-493286-7447,Taylor,,Bell,,strongkevin@hotmail.com,001-804-990-6782,,409 Evans Circle,South Craig,TN,50039,USA,F,1967-11-28,2024-03-17 08:54:15,2024-11-05 13:04:54,0,Churn-Risk,,ES,1
CUST-493287-E85D,Douglas,,Tran,,jamie42@gmail.com,(649)317-0017,,3244 April Points,South Vanessaberg,MN,53552,USA,M,1992-10-22,2024-01-07 09:07:36,2026-01-22 14:33:18,1,Churn-Risk,NaN,EN,1
CUST-493288-F171,Tonya,Christine,Grant,,scottblack@yahoo.com,+1-910-433-9728,,4686 Wallace Shoals Apt. 665,East Douglas,AL,78710,USA,U,1971-09-20,2025-04-23 04:33:07,2025-10-19 08:46:18,0,Churn-Risk,4210.9099999999999,FR,0
CUST-493289-A566,Shelby,Ronald,Moore,,chavezalejandra@gmail.com,,99999,8436 Howard Shores,Mikaylaville,KS,81474,USA,F,1940-12-20,2023-08-13 20:54:08,2025-06-06 04:01:02,1,New,7647.5799999999999,ZH,0
CUST-493290-07F5,Phillip,   Sara   ,Valencia,,mcmahonbrian@hotmail.com,(256)446-6589x5297,(226)714-0831x8583,885 Harper Ports,East Betty,CA,49855,USA,U,2050-01-01,2021-07-26 12:23:12,1776-07-04,1,New,7166.3800000000001,FR,TRUE
CUST-493291-BFEF,Harry,,Marshall,,millerdavid@hotmail.com,(342)877-4225x51472,,1585 Aaron Flats,South Patrickshire,PW,60768,USA,O,1962-12-19,2022-02-27 10:11:37,2022-03-10 07:50:12,1,Regular,5172.71,ES,Y
CUST-493292-85BC,Richard,,Shaw,,wsaunders@yahoo.com,(826)217-8150x92299,000-000-0000,081 Todd Square,Nathanielton,MD,01070,USA,U,1957-02-05,2024-06-23 20:46:40,2025-10-09 06:40:37,1,VIP,4617.4499999999998,ES,0
CUST-493293-D175,Brittany,Javier,Arellano,,yschultz@gmail.com,000-000-0000,,00894 Jensen Manor Apt. 937,Williamsmouth,TN,61570,USA,O,1947-06-19,2023-01-14 21:54:45,0000-00-00,0,Regular,4344.5,ZH,0
CUST-493294-0A0A,Stephanie,,Richards,,angelthompson@hotmail.com,+1-810-666-5660x8178,+1-845-451-4574x0961,369 Steven Bypass,South Robert,WV,13694,USA,U,,2022-01-25 02:12:26,2024-11-29 05:35:08,0,New,9463.2999999999993,EN,0
CUST-493295-582D,Brian,Brandon,Grant,,patriciablackburn@yahoo.com,001-368-623-1608x7908,337-778-7645x62302,20471 Alexis Pine Apt. 640,West Colinton,GA,80604,USA,U,,2022-09-12 14:18:04,2023-04-06 13:42:39,1,Regular,6067.0,EN,0
CUST-493296-B775,Heather,Johnathan,Griffith,,,+1-371-682-9202x75853,,488 Michael Lodge,West Gabrielleville,VA,99574,USA,F,2002-09-03,2024-05-09 01:15:24,2025-07-18 05:06:15,0,VIP,5672.54,ES,0
CUST-493297-5FDF,Jessica,Evan,Ingram,,ysmith@hotmail.com,+1-876-603-2812x62504,589-554-3146x529,4967 Christopher Villages Apt. 381,Hendricksstad,WI,60444,USA,F,1999-02-06,2021-12-30 22:41:41,2022-02-17 14:54:43,1,VIP,8542.2700000000004,EN,1
CUST-493298-1C09,James,David,Shaw,,bartonamy@yahoo.com,001-545-605-1661x7233,99999,14629 Brooks Roads,North Christopherbury,DC,ABCDE,USA,M,1999-11-03,2025-06-13 08:18:07,2026-03-30 16:54:27,0,VIP,4893.0100000000002,EN,0
CUST-493299-9ED6,Casey,Michael,King,,,369-874-0781x921,,0270 Larry Rapid Suite 223,Lake Adriana,CA,72329,USA,U,2005-03-05,2023-05-16 15:58:17,2024-12-20 10:46:05,1,VIP,9330.5900000000001,ES,0
CUST-493300-C7C1,Madison,Michael,Miranda,,charlenegomez@gmail.com,648.594.0844,,198 Katelyn Parks Suite 539,Luisborough,AL,31924,USA,F,1984-10-19,2022-01-03 20:17:21,2050-01-01,N,Churn-Risk,5785.1700000000001,EN,1
CUST-493301-E823,Christopher,Allison,Owens,,samuelfernandez@gmail.com,001-205-292-9905,,5444 Alison Dale Apt. 007,West Markmouth,MI,53299,USA,O,1970-08-18,2021-09-13 05:07:44,,0,Regular,6687.2700000000004,ES,TRUE
CUST-493302-F8A6,Tracy,,,,llong@gmail.com,,99999,410 Katelyn Manor,West Duane,MO,74940,USA,F,1972-01-29,2021-10-28 10:12:56,2024-04-30 05:43:59,0,Churn-Risk,7013.5100000000002,FR,0
CUST-493303-67B7,Andrew,Michael,Yu,,gjohnson@yahoo.com,939.987.9518,,304 Cox Stream,Emilyborough,NH,67137,USA,O,1937-07-04,2022-12-28 03:15:55,2025-01-22 15:40:03,0,VIP,-150.75,FR,0
